OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SCENE ROLE,FUNCTION
3,blieb,blieb,VVFIN,VVFIN,_,2,appos,_,_,_,_,_,_,_
4,dir,dir,PPER,PPER,_,3,root,_,_,_,_,PRON_DAT,Gestalt,Recipient
5,nur,nur,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
6,die,die,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Lieblichkeit,lieblichkeit,NOUN,NN,Number=Sing,4,dobj,_,_,_,_,_,_,_
8,der,der,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Sonnenuntergänge,sonnenuntergänge,NOUN,NN,Number=Sing,7,det,_,_,_,_,_,_,_
10,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
11,um,um,KOUI,KOUI,_,14,mark,_,_,1:1,_,um zu,Purpose,Purpose
12,dich,dich,PRF,PRF,_,14,dobj,_,_,_,_,_,_,_
13,zu,zu,PTKZU,PTKZU,_,14,aux,_,_,1:2,_,_,_,_
14,zerstreuen,zerstreuen,VVINF,VVINF,_,7,advcl,_,_,_,_,_,_,_
15,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Dieses Detail erfuhr ich an dem Morgen des vierten Tages , als du mir sagtest : - `` Ich mag Sonnenuntergänge .",,,,,,,,,,,,,,
1,Dieses,dieses,PDAT,PDAT,_,2,det,_,_,_,_,_,_,_
2,Detail,detail,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
3,erfuhr,erfuhr,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,ich,ich,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
5,an,a,APPR,APPR,_,7,case,_,_,_,_,an,Time,Time
6,dem,dem,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Morgen,morgen,NOUN,NN,Number=Sing,3,nmod,_,_,_,_,_,_,_
8,des,des,ART,ART,_,10,det,_,_,_,_,_,_,_
9,vierten,vierten,ADJA,ADJA,_,10,amod,_,_,_,_,_,_,_
10,Tages,tages,NOUN,NN,Number=Sing,7,det,_,_,_,_,_,_,_
11,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
12,als,als,KOUS,KOUS,_,15,mark,_,_,_,_,als,Time,Time
13,du,du,PPER,PPER,_,15,case,_,_,_,_,_,_,_
14,mir,mir,PPER,PPER,_,15,iobj,_,_,_,_,PRON_DAT,Recipient,Recipient
15,sagtest,sagtest,VVFIN,VVFIN,_,3,advcl,_,_,_,_,_,_,_
16,:,:,$.,$.,_,15,punct,_,_,_,_,_,_,_
17,-,-,$[,$[,_,21,punct,_,_,_,_,_,_,_
18,``,``,ADV,ADV,_,21,aux,_,_,_,_,_,_,_
19,Ich,ich,PPER,PPER,_,21,nsubj,_,_,_,_,_,_,_
20,mag,mag,VMFIN,VMFIN,_,21,dobj,_,_,_,_,_,_,_
21,Sonnenuntergänge,sonnenuntergänge,VVINF,VVINF,_,15,parataxis,_,_,_,_,_,_,_
22,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"# text = Wenn es in den Vereinigten Staaten von Amerika Mittagszeit ist , das weiß ja jeder , dann geht in Frankreich die Sonne unter .",,,,,,,,,,,,,,
1,Wenn,wenn,KOUS,KOUS,_,9,mark,_,_,_,_,_,_,_
2,es,es,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
3,in,in,APPR,APPR,_,6,case,_,_,_,_,in,Locus,Locus
4,den,den,ART,ART,_,6,det,_,_,_,_,_,_,_
5,Vereinigten,vereinigten,ADJA,ADJA,_,6,amod,_,_,_,_,_,_,_
6,Staaten,staaten,NOUN,NN,Number=Sing,9,nmod,_,_,_,_,_,_,_
7,von,von,APPR,APPR,_,8,case,_,_,_,_,von,,
8,Amerika,amerika,NE,NE,_,6,nmod,_,_,_,_,_,_,_
9,Mittagszeit,mittagszeit,NOUN,NN,Number=Sing,13,advcl,_,_,_,_,_,_,_
10,ist,ist,VAFIN,VAFIN,_,9,cop,_,_,_,_,_,_,_
11,",",",","$,","$,",_,13,punct,_,_,_,_,_,_,_
12,das,das,PDS,PDS,_,13,nsubj,_,_,_,_,_,_,_
13,weiß,weiß,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
14,ja,ja,ADV,ADV,_,13,advmod,_,_,_,_,_,_,_
15,jeder,jeder,PIS,PIS,_,13,nsubj,_,_,_,_,_,_,_
16,",",",","$,","$,",_,13,punct,_,_,_,_,_,_,_
17,dann,dann,ADV,ADV,_,18,advmod,_,_,_,_,_,_,_
18,geht,geht,VVFIN,VVFIN,_,13,parataxis,_,_,_,_,_,_,_
19,in,in,APPR,APPR,_,20,case,_,_,_,_,in,Locus,Locus
20,Frankreich,frankreich,NE,NE,_,18,nmod,_,_,_,_,_,_,_
21,die,die,ART,ART,_,22,det,_,_,_,_,_,_,_
22,Sonne,sonne,NOUN,NN,Number=Sing,18,dobj,_,_,_,_,_,_,_
23,unter,unter,PTKVZ,PTKVZ,_,18,mark,_,_,_,_,unter,Direction,Direction
24,.,.,$.,$.,_,13,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Man müsste innerhalb einer Minute nach Frankreich gelangen können , um den Sonnenuntergang dort zu sehen .",,,,,,,,,,,,,,
1,Man,man,PIS,PIS,_,2,nsubj,_,_,_,_,_,_,_
2,müsste,müsste,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,innerhalb,innerhalb,APPR,APPR,_,5,case,_,_,_,_,innerhalb,Duration,Duration
4,einer,einer,ART,ART,_,5,det,_,_,_,_,_,_,_
5,Minute,minute,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
6,nach,nach,APPR,APPR,_,7,case,_,_,_,_,nach,Goal,Direction
7,Frankreich,frankreich,NE,NE,_,2,nmod,_,_,_,_,_,_,_
8,gelangen,gelangen,VVINF,VVINF,_,2,xcomp,_,_,_,_,_,_,_
9,können,können,VMINF,VMINF,_,8,aux,_,_,_,_,_,_,_
10,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
11,um,um,KOUI,KOUI,_,16,mark,_,_,1:1,_,um zu,Purpose,Purpose
12,den,den,ART,ART,_,13,det,_,_,_,_,_,_,_
13,Sonnenuntergang,sonnenuntergang,NOUN,NN,Number=Sing,16,dobj,_,_,_,_,_,_,_
14,dort,dort,ADV,ADV,_,16,advmod,_,_,_,_,_,_,_
15,zu,zu,PTKZU,PTKZU,_,16,aux,_,_,1:2,_,_,_,_
16,sehen,sehen,VVINF,VVINF,_,2,advcl,_,_,_,_,_,_,_
17,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Leider ist Frankreich viel zu weit entfernt .,,,,,,,,,,,,,,
1,Leider,leider,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,7,cop,_,_,_,_,_,_,_
3,Frankreich,frankreich,NE,NE,_,7,nsubj,_,_,_,_,_,_,_
4,viel,viel,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
5,zu,zu,PTKA,PTKA,_,6,advmod,_,_,_,_,zu,Extent,Extent
6,weit,weit,ADJD,ADJD,_,7,advmod,_,_,_,_,_,_,_
7,entfernt,entfernt,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
8,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Aber auf deinem kleinen Planeten , da musst du nur den Stuhl um ein paar Schritte verrücken und schon siehst du die Abenddämmerung , wann immer du willst .",,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,5,advmod,_,_,_,_,_,_,_
2,auf,auf,APPR,APPR,_,3,case,_,_,_,_,auf,Locus,Locus
3,deinem,deinem,ADJA,ADJA,_,5,nmod,_,_,_,_,PRON_POSS,Gestalt,Gestalt
4,kleinen,kleinen,ADJA,ADJA,_,5,amod,_,_,_,_,_,_,_
5,Planeten,planeten,NOUN,NN,Number=Sing,0,root,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,da,da,ADV,ADV,_,17,mark,_,_,_,_,_,_,_
8,musst,musst,VVFIN,VVFIN,_,17,aux,_,_,_,_,_,_,_
9,du,du,PPER,PPER,_,17,nsubj,_,_,_,_,_,_,_
10,nur,nur,ADV,ADV,_,17,advmod,_,_,_,_,_,_,_
11,den,den,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Stuhl,stuhl,NOUN,NN,Number=Sing,17,iobj,_,_,_,_,_,_,_
13,um,um,KOUI,KOUI,_,17,mark,_,_,_,_,um,Extent,Theme
14,ein,ein,ART,ART,_,16,det,_,_,_,_,_,_,_
15,paar,paar,PIDAT,PIDAT,_,16,det,_,_,_,_,_,_,_
16,Schritte,schritte,NOUN,NN,Number=Sing,17,dobj,_,_,_,_,_,_,_
17,verrücken,verrücken,VVIZU,VVIZU,_,5,advcl,_,_,_,_,_,_,_
18,und,und,KON,KON,_,17,cc,_,_,_,_,_,_,_
19,schon,schon,ADV,ADV,_,20,advmod,_,_,_,_,_,_,_
20,siehst,siehst,VVFIN,VVFIN,_,17,conj,_,_,_,_,_,_,_
21,du,du,PPER,PPER,_,23,case,_,_,_,_,_,_,_
22,die,die,ART,ART,_,23,det,_,_,_,_,_,_,_
23,Abenddämmerung,abenddämmerung,NOUN,NN,Number=Sing,20,nmod,_,_,_,_,_,_,_
24,",",",","$,","$,",_,17,punct,_,_,_,_,_,_,_
25,wann,wann,PWAV,PWAV,_,28,advmod,_,_,_,_,_,_,_
26,immer,immer,ADV,ADV,_,28,advmod,_,_,_,_,_,_,_
27,du,du,PPER,PPER,_,28,case,_,_,_,_,_,_,_
28,willst,willst,VMFIN,VMFIN,_,17,conj,_,_,_,_,_,_,_
29,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Einmal hab ich die Sonne dreiundvierzig Mal untergehen sehen ! '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,3,punct,_,_,_,_,_,_,_
3,Einmal,einmal,ADV,ADV,_,10,advmod,_,_,_,_,_,_,_
4,hab,hab,VAFIN,VAFIN,_,10,aux,_,_,_,_,_,_,_
5,ich,ich,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
6,die,die,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Sonne,sonne,NOUN,NN,Number=Sing,10,dobj,_,_,_,_,_,_,_
8,dreiundvierzig,dreiundvierzig,CARD,CARD,_,9,nummod,_,_,_,_,_,_,_
9,Mal,mal,NOUN,NN,Number=Sing,10,nmod,_,_,_,_,_,_,_
10,untergehen,untergehen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
11,sehen,sehen,VVINF,VVINF,_,10,xcomp,_,_,_,_,_,_,_
12,!,!,$.,$.,_,10,punct,_,_,_,_,_,_,_
13,'','',VVPP,VVPP,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und ein wenig später fügtest du hinzu : - `` Weißt du ... wenn man sehr traurig ist , dann liebt man Sonnenuntergänge . ''",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,5,cc,_,_,_,_,_,_,_
2,ein,ein,ART,ART,_,3,det,_,_,_,_,_,_,_
3,wenig,wenig,PIS,PIS,_,5,nsubj,_,_,_,_,_,_,_
4,später,später,ADV,ADV,_,5,advmod,_,_,_,_,_,_,_
5,fügtest,fügtest,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,du,du,PPER,PPER,_,11,case,_,_,_,_,_,_,_
7,hinzu,hinzu,ADV,ADV,_,11,compound,_,_,_,_,_,_,_
8,:,:,$.,$.,_,7,punct,_,_,_,_,_,_,_
9,-,-,$[,$[,_,11,punct,_,_,_,_,_,_,_
10,``,``,FM,FM,_,11,punct,_,_,_,_,_,_,_
11,Weißt,weißt,FM,FM,_,23,nmod,_,_,_,_,_,_,_
12,du,du,FM,FM,_,23,mark,_,_,_,_,_,_,_
13,...,...,$[,$[,_,21,punct,_,_,_,_,_,_,_
14,wenn,wenn,KOUS,KOUS,_,17,mark,_,_,_,_,_,_,_
15,man,man,PIS,PIS,_,17,nsubj,_,_,_,_,_,_,_
16,sehr,sehr,ADV,ADV,_,17,advmod,_,_,_,_,_,_,_
17,traurig,traurig,ADJD,ADJD,_,21,advcl,_,_,_,_,_,_,_
18,ist,ist,VAFIN,VAFIN,_,17,cop,_,_,_,_,_,_,_
19,",",",","$,","$,",_,21,punct,_,_,_,_,_,_,_
20,dann,dann,ADV,ADV,_,21,advmod,_,_,_,_,_,_,_
21,liebt,liebt,VVFIN,VVFIN,_,23,nmod,_,_,_,_,_,_,_
22,man,man,PIS,PIS,_,23,nsubj,_,_,_,_,_,_,_
23,Sonnenuntergänge,sonnenuntergänge,NOUN,NN,Number=Sing,5,ccomp,_,_,_,_,_,_,_
24,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
25,'','',CARD,CARD,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Also warst du an dem Tag mit den dreiundvierzig Mal besonders traurig ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Also,also,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,warst,warst,VAFIN,VAFIN,_,14,advmod,_,_,_,_,_,_,_
5,du,du,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
6,an,a,APPR,APPR,_,8,case,_,_,_,_,an,Time,Time
7,dem,dem,ART,ART,_,8,det,_,_,_,_,_,_,_
8,Tag,tag,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
9,mit,mit,APPR,APPR,_,12,case,_,_,_,_,mit,Characteristic,Possession
10,den,den,ART,ART,_,12,det,_,_,_,_,_,_,_
11,dreiundvierzig,dreiundvierzig,CARD,CARD,_,12,amod,_,_,_,_,_,_,_
12,Mal,mal,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
13,besonders,besonders,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
14,traurig,traurig,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
15,?,?,$.,$.,_,14,punct,_,_,_,_,_,_,_
16,'','',ADV,ADV,_,14,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# text = Kapitel VII,,,,,,,,,,,,,,
1,Kapitel,kapitel,NE,NE,_,0,root,_,_,_,_,_,_,_
2,VII,vii,NE,NE,_,1,appos,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = An dem fünften Tag kam ich , wieder einmal dank des Schafes , hinter ein weiteres Geheimnis in dem Leben des kleinen Prinzen .",,,,,,,,,,,,,,
1,An,a,APPR,APPR,_,4,case,_,_,_,_,an,Time,Time
2,dem,dem,ART,ART,_,4,det,_,_,_,_,_,_,_
3,fünften,fünften,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Tag,tag,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
5,kam,kam,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
7,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
8,wieder,wieder,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,einmal,einmal,ADV,ADV,_,12,advmod,_,_,_,_,_,_,_
10,dank,dank,APPR,APPR,_,12,case,_,_,_,_,dank,Explanation,Explanation
11,des,des,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Schafes,schafes,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
13,",",",","$,","$,",_,12,punct,_,_,_,_,_,_,_
14,hinter,hinter,APPR,APPR,_,17,case,_,_,_,_,hinter,Theme,Goal
15,ein,ein,ART,ART,_,17,det,_,_,_,_,_,_,_
16,weiteres,weiteres,ADJA,ADJA,_,17,amod,_,_,_,_,_,_,_
17,Geheimnis,geheimnis,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
18,in,in,APPR,APPR,_,20,case,_,_,_,_,in,Locus,Locus
19,dem,dem,ART,ART,_,20,det,_,_,_,_,_,_,_
20,Leben,leben,NOUN,NN,Number=Sing,17,nmod,_,_,_,_,_,_,_
21,des,des,ART,ART,_,23,det,_,_,_,_,_,_,_
22,kleinen,kleinen,ADJA,ADJA,_,23,amod,_,_,_,_,_,_,_
23,Prinzen,prinzen,NOUN,NN,Number=Sing,20,det,_,_,_,_,_,_,_
24,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ohne Umschweife fragte er mich geradeheraus , als pflücke er die Frucht eines lange in dem Stillen gereiften Problems : - `` Wenn ein Schaf Sträucher frisst , dann also auch Blumen ? ''",,,,,,,,,,,,,,
1,Ohne,ohne,APPR,APPR,_,2,case,_,_,_,_,ohne,Manner,Manner
2,Umschweife,umschweife,NOUN,NN,Number=Sing,3,nmod,_,_,_,_,_,_,_
3,fragte,fragte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,er,er,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
5,mich,mich,PRF,PRF,_,3,dobj,_,_,_,_,_,_,_
6,geradeheraus,geradeheraus,ADV,ADV,_,3,xcomp,_,_,_,_,_,_,_
7,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
8,als,als,KOKOM,KOKOM,_,9,case,_,_,_,_,als,Manner,ComparisonRef
9,pflücke,pflücke,VVFIN,VVFIN,_,3,nmod,_,_,_,_,_,_,_
10,er,er,PPER,PPER,_,9,nsubj,_,_,_,_,_,_,_
11,die,die,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Frucht,frucht,NOUN,NN,Number=Sing,27,dobj,_,_,_,_,_,_,_
13,eines,eines,ART,ART,_,14,det,_,_,_,_,_,_,_
14,lange,lange,ADV,ADV,_,27,advmod,_,_,_,_,_,_,_
15,in,in,APPR,APPR,_,17,case,_,_,_,_,in,Circumstance,Locus
16,dem,dem,ART,ART,_,17,det,_,_,_,_,_,_,_
17,Stillen,stillen,NOUN,NN,Number=Sing,27,nmod,_,_,_,_,_,_,_
18,gereiften,gereiften,ADJA,ADJA,_,19,amod,_,_,_,_,_,_,_
19,Problems,problems,NOUN,NN,Number=Sing,27,compound,_,_,_,_,_,_,_
20,:,:,$.,$.,_,19,punct,_,_,_,_,_,_,_
21,-,-,$[,$[,_,27,punct,_,_,_,_,_,_,_
22,``,``,ADJD,ADJD,_,27,punct,_,_,_,_,_,_,_
23,Wenn,wenn,KOUS,KOUS,_,27,mark,_,_,_,_,_,_,_
24,ein,ein,ART,ART,_,26,det,_,_,_,_,_,_,_
25,Schaf,schaf,ADJA,ADJA,_,26,amod,_,_,_,_,_,_,_
26,Sträucher,sträucher,NOUN,NN,Number=Sing,27,nsubj,_,_,_,_,_,_,_
27,frisst,frisst,VVFIN,VVFIN,_,9,xcomp,_,_,_,_,_,_,_
28,",",",","$,","$,",_,9,punct,_,_,_,_,_,_,_
29,dann,dann,ADV,ADV,_,32,advmod,_,_,_,_,_,_,_
30,also,also,ADV,ADV,_,32,advmod,_,_,_,_,_,_,_
31,auch,auch,ADV,ADV,_,32,advmod,_,_,_,_,_,_,_
32,Blumen,blumen,NOUN,NN,Number=Sing,9,conj,_,_,_,_,_,_,_
33,?,?,$.,$.,_,9,punct,_,_,_,_,_,_,_
34,'','',ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ein Schaf frisst einfach alles , was es findet . ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,7,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,7,punct,_,_,_,_,_,_,_
3,Ein,ein,ART,ART,_,5,det,_,_,_,_,_,_,_
4,Schaf,schaf,NOUN,NN,Number=Sing,5,amod,_,_,_,_,_,_,_
5,frisst,frisst,VVFIN,VVFIN,_,7,nsubj,_,_,_,_,_,_,_
6,einfach,einfach,ADV,ADV,_,7,advmod,_,_,_,_,_,_,_
7,alles,alles,PIS,PIS,_,0,root,_,_,_,_,_,_,_
8,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
9,was,was,PWS,PWS,_,11,dobj,_,_,_,_,_,_,_
10,es,es,PPER,PPER,_,11,nsubj,_,_,_,_,_,_,_
11,findet,findet,VVFIN,VVFIN,_,7,acl,_,_,_,_,_,_,_
12,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
13,'','',NE,NE,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Selbst wenn die Blumen Dornen haben ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,NOUN,NN,Number=Sing,3,punct,_,_,_,_,_,_,_
3,Selbst,selbst,ADV,ADV,_,0,root,_,_,_,_,_,_,_
4,wenn,wenn,KOUS,KOUS,_,7,mark,_,_,_,_,_,_,_
5,die,die,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Blumen,blumen,NOUN,NN,Number=Sing,7,nsubj,_,_,_,_,_,_,_
7,Dornen,dornen,NOUN,NN,Number=Sing,3,advcl,_,_,_,_,_,_,_
8,haben,haben,VAFIN,VAFIN,_,7,aux,_,_,_,_,_,_,_
9,?,?,$.,$.,_,3,punct,_,_,_,_,_,_,_
10,'','',VVPP,VVPP,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = - `` Ja , selbst Blumen mit Dornen . ''",,,,,,,,,,,,,,
1,-,-,$[,$[,_,3,punct,_,_,_,_,_,_,_
2,``,``,ADJD,ADJD,_,3,punct,_,_,_,_,_,_,_
3,Ja,ja,PTKANT,PTKANT,_,0,root,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,selbst,selbst,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
6,Blumen,blumen,NOUN,NN,Number=Sing,3,conj,_,_,_,_,_,_,_
7,mit,mit,APPR,APPR,_,8,case,_,_,_,_,mit,PartPortion,Possession
8,Dornen,dornen,NE,NE,_,6,nmod,_,_,_,_,_,_,_
9,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
10,'','',VVFIN,VVFIN,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = - `` Wozu dienen dann diese Dornen ? '',,,,,,,,,,,,,,
1,-,-,$[,$[,_,4,punct,_,_,_,_,_,_,_
2,``,``,ADV,ADV,_,4,punct,_,_,_,_,_,_,_
3,Wozu,wozu,PWAV,PWAV,_,4,advmod,_,_,_,_,zu,Purpose,Goal
4,dienen,dienen,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
5,dann,dann,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
6,diese,diese,PDAT,PDAT,_,7,det,_,_,_,_,_,_,_
7,Dornen,dornen,NOUN,NN,Number=Sing,4,dobj,_,_,_,_,_,_,_
8,?,?,$.,$.,_,4,punct,_,_,_,_,_,_,_
9,'','',NOUN,NN,Number=Sing,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich wusste es nicht .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,wusste,wusste,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,es,es,PPER,PPER,_,2,dobj,_,_,_,_,_,_,_
4,nicht,nicht,PTKNEG,PTKNEG,_,2,neg,_,_,_,_,_,_,_
5,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Unterdessen war ich mit dem Versuch beschäftigt , an meinem Motor einen Bolzen zu lockern , der zu festgezogen war .",,,,,,,,,,,,,,
1,Unterdessen,unterdessen,ADV,ADV,_,7,advmod,_,_,_,_,unter,Circumstance,Locus
2,war,war,VAFIN,VAFIN,_,7,aux,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,7,nsubj,_,_,_,_,_,_,_
4,mit,mit,APPR,APPR,_,6,case,_,_,_,_,mit,Theme,Ancillary
5,dem,dem,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Versuch,versuch,NOUN,NN,Number=Sing,7,nmod,_,_,_,_,_,_,_
7,beschäftigt,beschäftigt,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
8,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
9,an,a,APPR,APPR,_,11,case,_,_,_,_,an,Whole,Locus
10,meinem,meinem,PPOSAT,PPOSAT,_,11,det,_,_,_,_,PRON_POSS,Possessor,Possessor
11,Motor,motor,NOUN,NN,Number=Sing,15,nmod,_,_,_,_,_,_,_
12,einen,einen,ART,ART,_,13,det,_,_,_,_,_,_,_
13,Bolzen,bolzen,NOUN,NN,Number=Sing,15,dobj,_,_,_,_,_,_,_
14,zu,zu,PTKZU,PTKZU,_,15,aux,_,_,_,_,_,_,_
15,lockern,lockern,VVINF,VVINF,_,7,csubj,_,_,_,_,_,_,_
16,",",",","$,","$,",_,15,punct,_,_,_,_,_,_,_
17,der,der,PRELS,PRELS,_,19,det,_,_,_,_,_,_,_
18,zu,zu,PTKZU,PTKZU,_,19,aux,_,_,_,_,zu,Extent,Extent
19,festgezogen,festgezogen,VVINF,VVINF,_,15,acl,_,_,_,_,_,_,_
20,war,war,VAFIN,VAFIN,_,19,cop,_,_,_,_,_,_,_
21,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich war sehr besorgt , denn langsam schien mir meine Panne doch sehr ernst und das zu der Neige gehende Trinkwasser ließ mich das Schlimmste befürchten .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,sehr,sehr,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,besorgt,besorgt,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,denn,denn,KON,KON,_,8,cc,_,_,_,_,_,_,_
7,langsam,langsam,ADJD,ADJD,_,8,advmod,_,_,_,_,_,_,_
8,schien,schien,VVFIN,VVFIN,_,4,conj,_,_,_,_,_,_,_
9,mir,mir,PPER,PPER,_,8,iobj,_,_,_,_,PRON_DAT,Experiencer,Recipient
10,meine,meine,PPOSAT,PPOSAT,_,11,det,_,_,_,_,PRON_POSS,Experiencer,Gestalt
11,Panne,panne,NOUN,NN,Number=Sing,8,dobj,_,_,_,_,_,_,_
12,doch,doch,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
13,sehr,sehr,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
14,ernst,ernst,ADJD,ADJD,_,22,dobj,_,_,_,_,_,_,_
15,und,und,KON,KON,_,14,cc,_,_,_,_,_,_,_
16,das,das,PRELS,PRELS,_,21,det,_,_,_,_,_,_,_
17,zu,zu,APPR,APPR,_,19,case,_,_,_,_,zu,Goal,Goal
18,der,der,ART,ART,_,19,det,_,_,_,_,_,_,_
19,Neige,neige,NOUN,NN,Number=Sing,20,nmod,_,_,_,_,_,_,_
20,gehende,gehende,ADJA,ADJA,_,21,amod,_,_,_,_,_,_,_
21,Trinkwasser,trinkwasser,NOUN,NN,Number=Sing,14,conj,_,_,_,_,_,_,_
