OFFSET,TOKEN,LEMMA,UPOS,XPOS,MORPH,HEAD,DEPREL,,,SMWE,,LEXLEMMA,SS,SS2
6,der,der,ART,ART,_,7,det,_,_,_,_,_,_,_
7,Welt,welt,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
8,herum,herum,PTKVZ,PTKVZ,_,2,advmod,_,_,_,_,_,_,_
9,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und es stimmt , dabei half mir die Geographie .",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,es,es,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
3,stimmt,stimmt,VVFIN,VVFIN,_,6,advcl,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,dabei,dabei,PROAV,PROAV,_,6,advmod,_,_,_,_,dabei,p.Purpose,p.Instrument
6,half,half,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
7,mir,mir,PPER,PPER,_,6,iobj,_,_,_,_,mir,p.Beneficiary,p.Beneficiary
8,die,die,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Geographie,geographie,NOUN,NN,Number=Sing,6,nsubj,_,_,_,_,_,_,_
10,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Auf den ersten Blick konnte ich China von Arizona unterscheiden .,,,,,,,,,,,,,,
1,Auf,auf,APPR,APPR,_,4,case,_,_,_,_,auf,p.Time,p.StartTime
2,den,den,ART,ART,_,4,det,_,_,_,_,_,_,_
3,ersten,ersten,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Blick,blick,NOUN,NN,Number=Sing,10,nmod,_,_,_,_,_,_,_
5,konnte,konnte,VMFIN,VMFIN,_,10,aux,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,10,nsubj,_,_,_,_,_,_,_
7,China,china,NE,NE,_,10,dobj,_,_,_,_,_,_,_
8,von,von,APPR,APPR,_,9,case,_,_,_,_,von,p.ComparisonRef,p.ComparisonRef
9,Arizona,arizona,NE,NE,_,10,nmod,_,_,_,_,_,_,_
10-1,unter,unterscheiden,VVINF,VVINF,_,0,root,_,_,_,_,_,p.ComparisonRef,p.Co-Theme
10-2,scheiden,unterscheiden,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
11,.,.,$.,$.,_,10,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Das ist sehr nützlich , wenn man sich in der Nacht verirrt hat .",,,,,,,,,,,,,,
1,Das,das,PDS,PDS,_,4,nsubj,_,_,_,_,_,_,_
2,ist,ist,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,sehr,sehr,ADV,ADV,_,4,advmod,_,_,_,_,_,_,_
4,nützlich,nützlich,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,wenn,wenn,KOUS,KOUS,_,12,mark,_,_,_,_,_,_,_
7,man,man,PIS,PIS,_,12,nsubj,_,_,_,_,_,_,_
8,sich,sich,PRF,PRF,_,12,dobj,_,_,_,_,_,_,_
9,in,in,APPR,APPR,_,11,case,_,_,_,_,_,p.Time,p.Time
10,der,der,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Nacht,nacht,NOUN,NN,Number=Sing,12,nmod,_,_,_,_,_,_,_
12,verirrt,verirrt,VVPP,VVPP,_,4,advcl,_,_,_,_,_,_,_
13,hat,hat,VAFIN,VAFIN,_,12,aux,_,_,_,_,_,_,_
14,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = So hatte ich in dem Laufe meines Lebens mit vielen ernsthaften Leuten zu tun .,,,,,,,,,,,,,,
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,hatte,hatte,VAFIN,VAFIN,_,0,root,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,in,in,APPR,APPR,_,6,case,_,_,_,_,_,p.Duration,p.Locus
5,dem,dem,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Laufe,laufe,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
7,meines,meines,PPOSAT,PPOSAT,_,8,amod,_,_,_,_,meines,p.Theme,p.Gestalt
8,Lebens,lebens,NOUN,NN,Number=Sing,6,det,_,_,_,_,_,_,_
9,mit,mit,APPR,APPR,_,11,case,_,_,_,_,mit,p.Experiencer,p.Accompanier
10,vielen,vielen,PIDAT,PIDAT,_,11,amod,_,_,_,_,_,_,_
11,ernsthaften,ernsthaften,ADJA,ADJA,_,2,nmod,_,_,_,_,_,_,_
12,Leuten,leuten,NOUN,NN,Number=Sing,11,det,_,_,_,_,_,_,_
13,zu,zu,PTKZU,PTKZU,_,14,aux,_,_,_,_,_,_,_
14,tun,tun,VVINF,VVINF,_,12,acl,_,_,_,_,_,_,_
15,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich habe viel bei Erwachsenen gelebt und ich habe sie ganz aus der Nähe betrachtet .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
2,habe,habe,VAFIN,VAFIN,_,6,aux,_,_,_,_,_,_,_
3,viel,viel,ADV,ADV,_,6,advmod,_,_,_,_,_,_,_
4,bei,bei,APPR,APPR,_,5,case,_,_,_,_,bei,p.Locus,p.Accompanier
5,Erwachsenen,erwachsenen,NOUN,NN,Number=Sing,6,nmod,_,_,_,_,_,_,_
6,gelebt,gelebt,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
7,und,und,KON,KON,_,6,cc,_,_,_,_,_,_,_
8,ich,ich,PPER,PPER,_,15,dobj,_,_,_,_,_,_,_
9,habe,habe,VAFIN,VAFIN,_,15,aux,_,_,_,_,_,_,_
10,sie,sie,PPER,PPER,_,15,nsubj,_,_,_,_,_,_,_
11,ganz,ganz,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
12,aus,aus,APPR,APPR,_,14,case,_,_,_,_,aus,p.Source,p.Locus
13,der,der,ART,ART,_,14,det,_,_,_,_,_,_,_
14,Nähe,nähe,NOUN,NN,Number=Sing,15,nmod,_,_,_,_,_,_,_
15,betrachtet,betrachtet,VVPP,VVPP,_,6,conj,_,_,_,_,_,_,_
16,.,.,$.,$.,_,6,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber meine Meinung über sie hat sich deshalb nicht sonderlich verbessert .,,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,11,advmod,_,_,_,_,_,_,_
2,meine,meine,PPOSAT,PPOSAT,_,3,det,_,_,_,_,meine,p.Experiencer,p.Gestalt
3,Meinung,meinung,NOUN,NN,Number=Sing,11,dobj,_,_,_,_,_,_,_
4,über,über,APPR,APPR,_,5,case,_,_,_,_,über,p.Topic,p.Topic
5,sie,sie,PPER,PPER,_,11,nmod,_,_,_,_,_,_,_
6,hat,hat,VAFIN,VAFIN,_,11,aux,_,_,_,_,_,_,_
7,sich,sich,PRF,PRF,_,11,dobj,_,_,_,_,_,_,_
8,deshalb,deshalb,PROAV,PROAV,_,11,advmod,_,_,_,_,_,_,_
9,nicht,nicht,PTKNEG,PTKNEG,_,10,neg,_,_,_,_,_,_,_
10,sonderlich,sonderlich,ADJD,ADJD,_,11,advmod,_,_,_,_,_,_,_
11,verbessert,verbessert,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
12,.,.,$.,$.,_,11,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Wenn ich einen traf , der mir ein bisschen heller vorkam , dann testete ich ihn mit meiner Zeichnung Nr. 1 , die ich immer bei mir trug .",,,,,,,,,,,,,,
1,Wenn,wenn,KOUS,KOUS,_,4,mark,_,_,_,_,_,_,_
2,ich,ich,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
3,einen,einen,PIS,PIS,_,4,det,_,_,_,_,_,_,_
4,traf,traf,VVFIN,VVFIN,_,11,advcl,_,_,_,_,_,_,_
5,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
6,der,der,PRELS,PRELS,_,11,nsubj,_,_,_,_,_,_,_
7,mir,mir,PPER,PPER,_,11,iobj,_,_,_,_,mir,p.Stimulus,p.Recipient
8,ein,ein,ART,ART,_,9,det,_,_,_,_,_,_,_
9,bisschen,bisschen,ADJA,ADJA,_,11,nsubj,_,_,_,_,_,_,_
10,heller,heller,NOUN,NN,Number=Sing,11,amod,_,_,_,_,_,_,_
11,vorkam,vorkam,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
12,",",",","$,","$,",_,11,punct,_,_,_,_,_,_,_
13,dann,dann,ADV,ADV,_,14,advmod,_,_,_,_,_,_,_
14,testete,testete,VVFIN,VVFIN,_,11,nsubj,_,_,_,_,_,_,_
15,ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
16,ihn,ihn,PPER,PPER,_,14,dobj,_,_,_,_,_,_,_
17,mit,mit,APPR,APPR,_,19,case,_,_,_,_,mit,p.Instrument,p.Instrument
18,meiner,meiner,PPOSAT,PPOSAT,_,19,det,_,_,_,_,meiner,p.Originator,p.Gestalt
19,Zeichnung,zeichnung,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
20,Nr.,nr.,NOUN,NN,Number=Sing,19,appos,_,_,_,_,_,_,_
21,1,1,CARD,CARD,_,20,appos,_,_,_,_,_,_,_
22,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
23,die,die,PRELS,PRELS,_,28,dobj,_,_,_,_,_,_,_
24,ich,ich,PPER,PPER,_,28,nsubj,_,_,_,_,_,_,_
25,immer,immer,ADV,ADV,_,28,advmod,_,_,_,_,_,_,_
26,bei,bei,APPR,APPR,_,27,case,_,_,_,_,bei,p.Locus,p.Accompanier
27,mir,mir,PPER,PPER,_,28,nmod,_,_,_,_,_,_,_
28,trug,trug,VVFIN,VVFIN,_,14,acl,_,_,_,_,_,_,_
29,.,.,$.,$.,_,11,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich wollte wissen , ob er wirklich schlau war .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
2,wollte,wollte,VMFIN,VMFIN,_,3,aux,_,_,_,_,_,_,_
3,wissen,wissen,VVINF,VVINF,_,0,root,_,_,_,_,_,_,_
4,",",",","$,","$,",_,3,punct,_,_,_,_,_,_,_
5,ob,ob,KOUS,KOUS,_,8,mark,_,_,_,_,_,_,_
6,er,er,PPER,PPER,_,8,nsubj,_,_,_,_,_,_,_
7,wirklich,wirklich,ADJD,ADJD,_,8,advmod,_,_,_,_,_,_,_
8,schlau,schlau,ADJD,ADJD,_,3,ccomp,_,_,_,_,_,_,_
9,war,war,VAFIN,VAFIN,_,8,cop,_,_,_,_,_,_,_
10,.,.,$.,$.,_,3,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Aber immer erhielt ich die Antwort : `` Es ist ein Hut . '',,,,,,,,,,,,,,
1,Aber,aber,KON,KON,_,3,cc,_,_,_,_,_,_,_
2,immer,immer,ADV,ADV,_,3,advmod,_,_,_,_,_,_,_
3,erhielt,erhielt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
4,ich,ich,PPER,PPER,_,3,nsubj,_,_,_,_,_,_,_
5,die,die,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Antwort,antwort,NOUN,NN,Number=Sing,3,dobj,_,_,_,_,_,_,_
7,:,:,$.,$.,_,3,punct,_,_,_,_,_,_,_
8,``,``,ADV,ADV,_,12,punct,_,_,_,_,_,_,_
9,Es,es,PPER,PPER,_,12,nsubj,_,_,_,_,_,_,_
10,ist,ist,VAFIN,VAFIN,_,12,cop,_,_,_,_,_,_,_
11,ein,ein,ART,ART,_,12,det,_,_,_,_,_,_,_
12,Hut,hut,NOUN,NN,Number=Sing,3,parataxis,_,_,_,_,_,_,_
13,.,.,$.,$.,_,12,punct,_,_,_,_,_,_,_
14,'','',ADJD,ADJD,_,12,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = So sprach ich weder von Riesenschlangen , noch von dem Urwald oder von Sternen .",,,,,,,,,,,,,,
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,sprach,sprach,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,weder,weder,KON,KON,_,6,cc,_,_,_,_,_,_,_
5,von,von,APPR,APPR,_,6,case,_,_,_,_,von,p.Topic,p.Topic
6,Riesenschlangen,riesenschlangen,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,noch,noch,ADV,ADV,_,6,appos,_,_,_,_,_,_,_
9,von,von,APPR,APPR,_,11,case,_,_,_,_,von,p.Topic,p.Topic
10,dem,dem,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Urwald,urwald,NOUN,NN,Number=Sing,8,nmod,_,_,_,_,_,_,_
12,oder,oder,KON,KON,_,11,cc,_,_,_,_,_,_,_
13,von,von,APPR,APPR,_,14,case,_,_,_,_,von,p.Topic,p.Topic
14,Sternen,sternen,NOUN,NN,Number=Sing,11,conj,_,_,_,_,_,_,_
15,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich ließ mich auf ihn ein .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,ließ,ließ,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,mich,mich,PRF,PRF,_,2,dobj,_,_,_,_,_,_,_
4,auf,auf,APPR,APPR,_,5,case,_,_,_,_,auf,p.Goal,p.Beneficiary
5,ihn,ihn,PPER,PPER,_,2,nmod,_,_,_,_,_,_,_
6,ein,ein,PTKVZ,PTKVZ,_,2,mark,_,_,_,_,_,_,_
7,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Ich sprach über Bridge , Golf , über Politik und Krawatten .",,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
2,sprach,sprach,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,über,über,APPR,APPR,_,4,case,_,_,_,_,über,p.Topic,p.Topic
4,Bridge,bridge,NE,NE,_,2,nmod,_,_,_,_,_,_,_
5,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
6,Golf,golf,NE,NE,_,4,conj,_,_,_,_,_,_,_
7,",",",","$,","$,",_,4,punct,_,_,_,_,_,_,_
8,über,über,APPR,APPR,_,9,case,_,_,_,_,über,p.Topic,p.Topic
9,Politik,politik,NOUN,NN,Number=Sing,4,conj,_,_,_,_,_,_,_
10,und,und,KON,KON,_,4,cc,_,_,_,_,_,_,_
11,Krawatten,krawatten,NOUN,NN,Number=Sing,4,conj,_,_,_,_,_,_,_
12,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und der Erwachsene war zufrieden , auf einen so vernünftigen Mann zu treffen .",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,5,cc,_,_,_,_,_,_,_
2,der,der,ART,ART,_,3,det,_,_,_,_,_,_,_
3,Erwachsene,erwachsene,NOUN,NN,Number=Sing,5,nsubj,_,_,_,_,_,_,_
4,war,war,VAFIN,VAFIN,_,5,cop,_,_,_,_,_,_,_
5,zufrieden,zufrieden,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
6,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
7,auf,auf,APPR,APPR,_,11,case,_,_,_,_,auf,p.Goal,p.Locus
8,einen,einen,ART,ART,_,11,det,_,_,_,_,_,_,_
9,so,so,ADV,ADV,_,10,advmod,_,_,_,_,_,_,_
10,vernünftigen,vernünftigen,ADJA,ADJA,_,11,amod,_,_,_,_,_,_,_
11,Mann,mann,NOUN,NN,Number=Sing,13,nmod,_,_,_,_,_,_,_
12,zu,zu,PTKZU,PTKZU,_,13,aux,_,_,_,_,_,_,_
13,treffen,treffen,VVINF,VVINF,_,5,acl,_,_,_,_,_,_,_
14,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = ##,,,,,,,,,,,,,,
1,##,##,XY,XY,_,0,root,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Kapitel II,,,,,,,,,,,,,,
1,Kapitel,kapitel,NE,NE,_,0,root,_,_,_,_,_,_,_
2,II,ii,CARD,CARD,_,1,appos,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = So lebte ich allein , ohne jemanden , mit dem ich wirklich hätte sprechen können , bis ich vor sechs Jahren eine Panne in der Wüste Sahara hatte .",,,,,,,,,,,,,,
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,lebte,lebte,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,allein,allein,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
5,",",",","$,","$,",_,2,punct,_,_,_,_,_,_,_
6,ohne,ohne,APPR,APPR,_,7,case,_,_,_,_,ohne,p.Accompanier,p.Accompanier
7,jemanden,jemanden,ADJA,ADJA,_,2,nmod,_,_,_,_,_,_,_
8,",",",","$,","$,",_,7,punct,_,_,_,_,_,_,_
9,mit,mit,APPR,APPR,_,10,case,_,_,_,_,mit,p.Accompanier,p.Accompanier
10,dem,dem,PRELS,PRELS,_,14,nmod,_,_,_,_,_,_,_
11,ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
12,wirklich,wirklich,ADJD,ADJD,_,14,advmod,_,_,_,_,_,_,_
13,hätte,hätte,VAFIN,VAFIN,_,14,aux,_,_,_,_,_,_,_
14,sprechen,sprechen,VVINF,VVINF,_,7,acl,_,_,_,_,_,_,_
15,können,können,VMINF,VMINF,_,14,aux,_,_,_,_,_,_,_
16,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
17,bis,bis,KOUS,KOUS,_,28,mark,_,_,_,_,bis,p.EndTime,p.EndTime
18,ich,ich,PPER,PPER,_,28,nsubj,_,_,_,_,_,_,_
19,vor,vor,APPR,APPR,_,21,case,_,_,_,_,vor,p.Time,p.Interval
20,sechs,sechs,CARD,CARD,_,21,nummod,_,_,_,_,_,_,_
21,Jahren,jahren,NOUN,NN,Number=Sing,28,nmod,_,_,_,_,_,_,_
22,eine,eine,ART,ART,_,23,det,_,_,_,_,_,_,_
23,Panne,panne,NOUN,NN,Number=Sing,28,dobj,_,_,_,_,_,_,_
24,in,in,APPR,APPR,_,26,case,_,_,_,_,in,p.Locus,p.Locus
25,der,der,ART,ART,_,26,det,_,_,_,_,_,_,_
26,Wüste,wüste,NOUN,NN,Number=Sing,23,nmod,_,_,_,_,_,_,_
27,Sahara,sahara,NE,NE,_,26,appos,_,_,_,_,_,_,_
28,hatte,hatte,VAFIN,VAFIN,_,2,advcl,_,_,_,_,_,_,_
29,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Irgendetwas an meinem Motor war kaputt gegangen .,,,,,,,,,,,,,,
1,Irgendetwas,irgendetwas,PIS,PIS,_,7,nsubj,_,_,_,_,_,_,_
2,an,a,APPR,APPR,_,4,case,_,_,_,_,an,p.Whole,p.Whole
3,meinem,meinem,PPOSAT,PPOSAT,_,4,det,_,_,_,_,meinem,p.Possessor,p.Gestalt
4,Motor,motor,NOUN,NN,Number=Sing,1,nmod,_,_,_,_,_,_,_
5,war,war,VAFIN,VAFIN,_,7,cop,_,_,_,_,_,_,_
6,kaputt,kaputt,ADJD,ADJD,_,7,advmod,_,_,_,_,_,_,_
7,gegangen,gegangen,VVPP,VVPP,_,0,root,_,_,_,_,_,_,_
8,.,.,$.,$.,_,7,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = Und weil ich weder einen Mechaniker , noch Passagiere bei mir hatte , bereitete ich mich darauf vor , die schwierige Reparatur ganz allein vorzunehmen .",,,,,,,,,,,,,,
1,Und,und,KON,KON,_,6,cc,_,_,_,_,_,_,_
2,weil,weil,KOUS,KOUS,_,6,mark,_,_,_,_,_,_,_
3,ich,ich,PPER,PPER,_,6,nsubj,_,_,_,_,_,_,_
4,weder,weder,KON,KON,_,6,cc,_,_,_,_,_,_,_
5,einen,einen,ART,ART,_,6,det,_,_,_,_,_,_,_
6,Mechaniker,mechaniker,NOUN,NN,Number=Sing,14,advcl,_,_,_,_,_,_,_
7,",",",","$,","$,",_,6,punct,_,_,_,_,_,_,_
8,noch,noch,ADV,ADV,_,9,advmod,_,_,_,_,_,_,_
9,Passagiere,passagiere,NOUN,NN,Number=Sing,12,dobj,_,_,_,_,_,_,_
10,bei,bei,APPR,APPR,_,11,case,_,_,_,_,bei,p.Accompanier,p.Accompanier
11,mir,mir,PPER,PPER,_,12,nmod,_,_,_,_,_,_,_
12,hatte,hatte,VAFIN,VAFIN,_,6,ccomp,_,_,_,_,_,_,_
13,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
14,bereitete,bereitete,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
15,ich,ich,PPER,PPER,_,14,nsubj,_,_,_,_,_,_,_
16,mich,mich,PRF,PRF,_,14,dobj,_,_,_,_,_,_,_
17,darauf,darauf,PROAV,PROAV,_,14,advmod,_,_,_,_,darauf,p.Purpose,p.Purpose
18,vor,vor,PTKVZ,PTKVZ,_,14,mark,_,_,_,_,vor,p.Goal,p.Goal
19,",",",","$,","$,",_,14,punct,_,_,_,_,_,_,_
20,die,die,ART,ART,_,22,det,_,_,_,_,_,_,_
21,schwierige,schwierige,ADJA,ADJA,_,22,amod,_,_,_,_,_,_,_
22,Reparatur,reparatur,NOUN,NN,Number=Sing,25,dobj,_,_,_,_,_,_,_
23,ganz,ganz,ADV,ADV,_,24,advmod,_,_,_,_,_,_,_
24,allein,allein,ADV,ADV,_,25,advmod,_,_,_,_,_,_,_
25-1,vor,vorzunehmen,VVIZU,VVIZU,_,14,xcomp,_,_,_,_,_,p.Purpose,p.Purpose
25-2,zunehmen,vorzunehmen,VVIZU,VVIZU,_,14,xcomp,_,_,_,_,_,_,_
26,.,.,$.,$.,_,14,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Dabei ging es für mich um Leben und Tod .,,,,,,,,,,,,,,
1,Dabei,dabei,PROAV,PROAV,_,2,advmod,_,_,_,_,dabei,p.Topic,p.Goal
2,ging,ging,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,es,es,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
4,für,für,APPR,APPR,_,5,case,_,_,_,_,für,p.Goal,p.Beneficiary
5,mich,mich,PPER,PPER,_,2,nmod,_,_,_,_,_,_,_
6,um,um,APPR,APPR,_,7,case,_,_,_,_,um,p.Topic,p.Topic
7,Leben,leben,NOUN,NN,Number=Sing,2,nmod,_,_,_,_,_,_,_
8,und,und,KON,KON,_,7,cc,_,_,_,_,_,_,_
9,Tod,tod,NOUN,NN,Number=Sing,7,conj,_,_,_,_,_,_,_
10,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich hatte Trinkwasser für knapp acht Tage .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,0,root,_,_,_,_,_,_,_
2,hatte,hatte,VAFIN,VAFIN,_,1,amod,_,_,_,_,_,_,_
3,Trinkwasser,trinkwasser,NOUN,NN,Number=Sing,2,dobj,_,_,_,_,_,_,_
4,für,für,APPR,APPR,_,7,case,_,_,_,_,für,p.Duration,p.Duration
5,knapp,knapp,ADJD,ADJD,_,6,advmod,_,_,_,_,_,_,_
6,acht,acht,CARD,CARD,_,7,nummod,_,_,_,_,_,_,_
7,Tage,tage,NOUN,NN,Number=Sing,3,nmod,_,_,_,_,_,_,_
8,.,.,$.,$.,_,2,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = An dem ersten Abend schlief ich in dem Sand ein , tausende Meilen entfernt von besiedeltem Gebiet .",,,,,,,,,,,,,,
1,An,a,APPR,APPR,_,4,case,_,_,_,_,an,p.Time,p.StartTime
2,dem,dem,ART,ART,_,4,det,_,_,_,_,_,_,_
3,ersten,ersten,ADJA,ADJA,_,4,amod,_,_,_,_,_,_,_
4,Abend,abend,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
5,schlief,schlief,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
6,ich,ich,PPER,PPER,_,5,nsubj,_,_,_,_,_,_,_
7,in,in,APPR,APPR,_,9,case,_,_,_,_,in,p.Locus,p.Locus
8,dem,dem,ART,ART,_,9,det,_,_,_,_,_,_,_
9,Sand,sand,NOUN,NN,Number=Sing,5,nmod,_,_,_,_,_,_,_
10,ein,ein,PTKVZ,PTKVZ,_,5,mark,_,_,_,_,_,_,_
11,",",",","$,","$,",_,5,punct,_,_,_,_,_,_,_
12,tausende,tausende,ADJA,ADJA,_,13,amod,_,_,_,_,_,_,_
13,Meilen,meilen,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
14,entfernt,entfernt,ADJD,ADJD,_,5,conj,_,_,_,_,_,_,_
15,von,von,APPR,APPR,_,17,case,_,_,_,_,von,p.Locus,p.Source
16,besiedeltem,besiedeltem,ADJA,ADJA,_,17,amod,_,_,_,_,_,_,_
17,Gebiet,gebiet,NOUN,NN,Number=Sing,14,nmod,_,_,_,_,_,_,_
18,.,.,$.,$.,_,5,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
# text = Ich war viel abgeschiedener als ein Schiffbrüchiger mitten in dem Ozean .,,,,,,,,,,,,,,
1,Ich,ich,PPER,PPER,_,4,nsubj,_,_,_,_,_,_,_
2,war,war,VAFIN,VAFIN,_,4,cop,_,_,_,_,_,_,_
3,viel,viel,ADV,ADV,_,4,det,_,_,_,_,_,_,_
4-1,ab,abgeschiedener,ADJD,ADJD,_,0,root,_,_,_,_,_,p.Locus,p.Source
4-2,geschiedener,abgeschiedener,ADJD,ADJD,_,0,root,_,_,_,_,_,_,_
5,als,als,KOKOM,KOKOM,_,11,case,_,_,_,_,als,p.ComparisonRef,p.ComparisonRef
6,ein,ein,ART,ART,_,11,det,_,_,_,_,_,_,_
7,Schiffbrüchiger,schiffbrüchiger,NOUN,NN,Number=Sing,11,advmod,_,_,_,_,_,_,_
8,mitten,mitten,ADV,ADV,_,11,advmod,_,_,_,_,_,_,_
9,in,in,APPR,APPR,_,11,case,_,_,_,_,in,p.Locus,p.Locus
10,dem,dem,ART,ART,_,11,det,_,_,_,_,_,_,_
11,Ozean,ozean,NOUN,NN,Number=Sing,4,nmod,_,_,_,_,_,_,_
12,.,.,$.,$.,_,4,punct,_,_,_,_,_,_,_
,,,,,,,,,,,,,,
"# text = So könnt ihr euch vorstellen , wie überrascht ich war , als ich bei Sonnenaufgang von einer leisen , lustigen Stimme geweckt wurde .",,,,,,,,,,,,,,
1,So,so,ADV,ADV,_,2,advmod,_,_,_,_,_,_,_
2,könnt,könnt,VVFIN,VVFIN,_,0,root,_,_,_,_,_,_,_
3,ihr,ihr,PPER,PPER,_,2,nsubj,_,_,_,_,_,_,_
